CPU: Intel Architectural Perfmon, speed 2666.84 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 100000
samples  %        app name                 symbol name
1        1.0e-04  vmlinux                  arch_local_irq_restore
1        1.0e-04  vmlinux                  arch_local_irq_restore
1        1.0e-04  vmlinux                  arch_local_save_flags
1        1.0e-04  vmlinux                  arch_local_save_flags
1        1.0e-04  vmlinux                  arch_write_lock
1        1.0e-04  vmlinux                  atomic_dec
1        1.0e-04  vmlinux                  atomic_dec_and_test
1        1.0e-04  vmlinux                  atomic_inc
1        1.0e-04  vmlinux                  atomic_inc
1        1.0e-04  vmlinux                  atomic_inc
1        1.0e-04  vmlinux                  atomic_inc
1        1.0e-04  vmlinux                  atomic_inc
1        1.0e-04  vmlinux                  attach_page_buffers
1        1.0e-04  vmlinux                  bio_alloc_bioset
1        1.0e-04  vmlinux                  bit_spin_unlock
1        1.0e-04  vmlinux                  bit_waitqueue
1        1.0e-04  vmlinux                  blk_remove_plug
1        1.0e-04  vmlinux                  blk_update_request
1        1.0e-04  vmlinux                  blkdev_writepage
1        1.0e-04  vmlinux                  check_preempt_curr
1        1.0e-04  vmlinux                  check_preempt_wakeup
1        1.0e-04  vmlinux                  check_zero
1        1.0e-04  vmlinux                  clear_bit_unlock
1        1.0e-04  vmlinux                  clear_buffer_dirty
1        1.0e-04  vmlinux                  cpu_idle
1        1.0e-04  vmlinux                  cpumask_clear_cpu.clone.6
1        1.0e-04  vmlinux                  crc16
1        1.0e-04  vmlinux                  cwq_dec_nr_in_flight
1        1.0e-04  vmlinux                  default_idle
1        1.0e-04  vmlinux                  dequeue_task_fair
1        1.0e-04  vmlinux                  detach_timer
1        1.0e-04  vmlinux                  dev_queue_xmit
1        1.0e-04  vmlinux                  do_get_write_access
1        1.0e-04  vmlinux                  do_wp_page
1        1.0e-04  vmlinux                  double_rq_lock
1        1.0e-04  vmlinux                  dst_release
1        1.0e-04  vmlinux                  dyntick_save_progress_counter
1        1.0e-04  vmlinux                  elv_rb_del
1        1.0e-04  vmlinux                  end_bio_bh_io_sync
1        1.0e-04  vmlinux                  enqueue_task
1        1.0e-04  vmlinux                  enqueue_task_fair
1        1.0e-04  vmlinux                  enter_lazy
1        1.0e-04  vmlinux                  ext4_clear_inode_state
1        1.0e-04  vmlinux                  ext4_discard_preallocations
1        1.0e-04  vmlinux                  ext4_ext_drop_refs
1        1.0e-04  vmlinux                  ext4_ext_index_trans_blocks
1        1.0e-04  vmlinux                  ext4_mark_iloc_dirty
1        1.0e-04  vmlinux                  ext4_mark_inode_dirty
1        1.0e-04  vmlinux                  ext4_mb_mark_diskspace_used
1        1.0e-04  vmlinux                  fib6_rule_lookup
1        1.0e-04  vmlinux                  fib6_walk_continue
1        1.0e-04  vmlinux                  fib_semantic_match
1        1.0e-04  vmlinux                  file_free_rcu
1        1.0e-04  vmlinux                  file_update_time
1        1.0e-04  vmlinux                  find_get_pages_tag
1        1.0e-04  vmlinux                  find_match
1        1.0e-04  vmlinux                  fsnotify
1        1.0e-04  vmlinux                  gcwq_determine_ins_pos.clone.15
1        1.0e-04  vmlinux                  generic_write_checks
1        1.0e-04  vmlinux                  get_bh
1        1.0e-04  vmlinux                  get_cpu_mask
1        1.0e-04  vmlinux                  get_cwq
1        1.0e-04  vmlinux                  get_mm_counter
1        1.0e-04  vmlinux                  get_task_mm
1        1.0e-04  vmlinux                  get_unmapped_area
1        1.0e-04  vmlinux                  gnttab_free_grant_references
1        1.0e-04  vmlinux                  gnttab_grant_foreign_access_ref
1        1.0e-04  vmlinux                  gnttab_release_grant_reference
1        1.0e-04  vmlinux                  hrtimer_start
1        1.0e-04  vmlinux                  ifname_compare_aligned
1        1.0e-04  vmlinux                  inode_change_ok
1        1.0e-04  vmlinux                  inode_init_always
1        1.0e-04  vmlinux                  inode_newsize_ok
1        1.0e-04  vmlinux                  ip6_mc_input
1        1.0e-04  vmlinux                  ip6_pol_route
1        1.0e-04  vmlinux                  ip6_rcv_finish
1        1.0e-04  vmlinux                  ip6_route_input
1        1.0e-04  vmlinux                  ip_rcv
1        1.0e-04  vmlinux                  ip_rcv_finish
1        1.0e-04  vmlinux                  ip_route_input_slow
1        1.0e-04  vmlinux                  ipv4_pkt_to_tuple
1        1.0e-04  vmlinux                  ipv6_defrag
1        1.0e-04  vmlinux                  jbd2__journal_start
1        1.0e-04  vmlinux                  jbd2_journal_commit_transaction
1        1.0e-04  vmlinux                  jbd2_journal_get_write_access
1        1.0e-04  vmlinux                  jbd2_journal_stop
1        1.0e-04  vmlinux                  jbd2_journal_switch_revoke_table
1        1.0e-04  vmlinux                  journal_end_buffer_io_sync
1        1.0e-04  vmlinux                  load_TLS_descriptor
1        1.0e-04  vmlinux                  local_bh_disable
1        1.0e-04  vmlinux                  local_bh_enable_ip
1        1.0e-04  vmlinux                  lock_buffer
1        1.0e-04  vmlinux                  lock_hrtimer_base.clone.15
1        1.0e-04  vmlinux                  lock_timer_base.clone.21
1        1.0e-04  vmlinux                  mapping_tagged
1        1.0e-04  vmlinux                  mb_free_blocks
1        1.0e-04  vmlinux                  memcmp
1        1.0e-04  vmlinux                  mempool_free
1        1.0e-04  vmlinux                  mempool_free_slab
1        1.0e-04  vmlinux                  mfn_to_pfn
1        1.0e-04  vmlinux                  mnt_want_write
1        1.0e-04  vmlinux                  mod_timer
1        1.0e-04  vmlinux                  mutex_lock
1        1.0e-04  vmlinux                  need_to_create_worker
1        1.0e-04  vmlinux                  neigh_lookup
1        1.0e-04  vmlinux                  nf_conntrack_destroy
1        1.0e-04  vmlinux                  nf_ct_find_expectation
1        1.0e-04  vmlinux                  nf_ct_frag6_gather
1        1.0e-04  vmlinux                  nf_ct_invert_tuple
1        1.0e-04  vmlinux                  nf_hook_slow
1        1.0e-04  vmlinux                  nf_nat_rule_find
1        1.0e-04  vmlinux                  paravirt_get_lazy_mode
1        1.0e-04  vmlinux                  paravirt_start_context_switch
1        1.0e-04  vmlinux                  part_round_stats
1        1.0e-04  vmlinux                  pfn_to_mfn
1        1.0e-04  vmlinux                  phys_to_machine
1        1.0e-04  vmlinux                  pick_next_task_fair
1        1.0e-04  vmlinux                  pipe_read
1        1.0e-04  vmlinux                  pmd_val
1        1.0e-04  vmlinux                  post_schedule
1        1.0e-04  vmlinux                  prepare_to_wait
1        1.0e-04  vmlinux                  printk_needs_cpu
1        1.0e-04  vmlinux                  ptep_set_access_flags
1        1.0e-04  vmlinux                  putname
1        1.0e-04  vmlinux                  queue_delayed_work
1        1.0e-04  vmlinux                  queue_delayed_work_on
1        1.0e-04  vmlinux                  radix_tree_tag_set
1        1.0e-04  vmlinux                  rcu_enter_nohz
1        1.0e-04  vmlinux                  round_jiffies_common
1        1.0e-04  vmlinux                  rt_hash
1        1.0e-04  vmlinux                  rtnetlink_put_metrics
1        1.0e-04  vmlinux                  sched_clock_idle_sleep_event
1        1.0e-04  vmlinux                  schedule_delayed_work
1        1.0e-04  vmlinux                  set_work_data
1        1.0e-04  vmlinux                  signal_pending_state
1        1.0e-04  vmlinux                  skb_copy_bits
1        1.0e-04  vmlinux                  submit_bh
1        1.0e-04  vmlinux                  sys_open
1        1.0e-04  vmlinux                  task_waking_fair
1        1.0e-04  vmlinux                  test_and_set_bit
1        1.0e-04  vmlinux                  timekeeping_max_deferment
1        1.0e-04  vmlinux                  timer_stats_timer_set_start_info
1        1.0e-04  vmlinux                  trylock_page
1        1.0e-04  vmlinux                  ttwu_post_activation
1        1.0e-04  vmlinux                  udp_new
1        1.0e-04  vmlinux                  udp_pkt_to_tuple
1        1.0e-04  vmlinux                  udp_v4_mcast_next
1        1.0e-04  vmlinux                  unmap_underlying_metadata
1        1.0e-04  vmlinux                  update_shares
1        1.0e-04  vmlinux                  update_stats_wait_end.clone.90
1        1.0e-04  vmlinux                  vm_acct_memory
1        1.0e-04  vmlinux                  xen_iret
1        1.0e-04  vmlinux                  xen_load_tls
1        1.0e-04  vmlinux                  xen_safe_halt
1        1.0e-04  vmlinux                  xen_set_pte_at
1        1.0e-04  vmlinux                  zero_user_segments
1        1.0e-04  xen-syms                 _spin_trylock
1        1.0e-04  xen-syms                 acpi_cpufreq_target
1        1.0e-04  xen-syms                 align_timer
1        1.0e-04  xen-syms                 continue_nonidle_domain
1        1.0e-04  xen-syms                 continue_running
1        1.0e-04  xen-syms                 cpufreq_driver_getavg
1        1.0e-04  xen-syms                 cpufreq_residency_update
1        1.0e-04  xen-syms                 do_event_channel_op
1        1.0e-04  xen-syms                 get_page_from_l1e
1        1.0e-04  xen-syms                 mod_l1_entry
1        1.0e-04  xen-syms                 page_lock
1        1.0e-04  xen-syms                 vcpu_periodic_timer_work
1        1.0e-04  xen-syms                 vcpu_runstate_get
1        1.0e-04  xen-syms                 vcpu_wake
